Product Name,Category,Type,Description,Condition,Place Name,Region,Geo Position,ICBM,Post ID,Posted Date,Label,ID,Actual Class,
Kenmore Microwave 1000 watt (Black) Cash only,Appliance,NonTV,"Bought a new microwave and no longer need this one. Unit is in good working order. Comes with glass turn table. 1000 watt microwave.

Questions about availability and condition will be ignored.

Pick up in Columbus, IN only.

Cash only.",excellent,Columbus,US-IN,39.205500;-85.931700,"39.205500, -85.931700",7688445426,2023-11-16T18:48:08-0500,Craigslist,68,0,
Stove Vent,Appliance,NonTV,New stove vent for sale. Has wifi asking 400 obo.,like new,Rushville,US-IN,39.619200;-85.432100,"39.619200, -85.432100",7688256019,2023-11-16T11:08:55-0500,Craigslist,69,0,
"Pressure Cooker, canner",Appliance,NonTV,"Pressure Cooker, Roaster, canner. Fryer, Steamer... $42. New, never used, still in box... $250. New",new,Indianapolis,US-IN,39.868200;-86.212300,"39.868200, -86.212300",7688252379,2023-11-16T11:01:41-0500,Craigslist,70,0,
Professional Panini Press,Appliance,NonTV,"Dual Panini press. Durable, smooth cast iron plates
• Adjustable, spring-balanced top plates
• Heating arms spread heat evenly across the surface
• Stainless steel body withstands daily use
• Drip tray collects grease and food debris
• Scraper pushes grease off the plates
• Manual controls
• Power switch and green power light
• Heat knob and red heating light
• Maximum temperature: 570 degrees
Sold as is",good,Indianapolis,US-IN,39.743000;-86.117900,"39.743000, -86.117900",7688250943,2023-11-16T10:58:26-0500,Craigslist,71,0,
GE Electric Stove,Appliance,NonTV,Fairly New Self Cleaning GE Stove. Works Great!,Not specified,Inianapolis,US-IN,39.667000;-85.998100,"39.667000, -85.998100",7688211412,2023-11-16T09:05:38-0500,Craigslist,72,0,
"JENN-AIR Built in 36"" cook top-induction",Appliance,NonTV,"PAID 2400-2700
BRAND NEW OLD STOCK
CHANGED MY MIND- LIKE BRAND NEW!
JEI0536ADS

Dimensions
Cutout Depth (in.): 20 1/2
Cutout Height (in.): 3
Cutout Width (in.): 35 1/2
Depth (in.): 21 9/16
Height (in.): 3 1/4
Width (in.): 37
Controls
Hot Surface Indicator Lights: Yes
Pan Size Detection: Yes
Performance Boost Function: Yes
Radiant Elements: 5
Touch Activated LED Controls: Yes
Cooking Surface
11-in./7-in. Dual Zone Element: Yes
Ceran Glass-Ceramic Surface: Yes
Heat Level Settings: 17
Temperature Display: Yes
Other Features
All Off Switch: Yes
Control Lock: Yes
Kitchen Timer: Yes
Power on Lights: Yes",like new,Indianapolis,US-IN,39.876124;-86.142511,"39.876124, -86.142511",7688192102,2023-11-16T07:38:36-0500,Craigslist,73,0,
"36"" Drum fan, warehouse",Appliance,NonTV,"Warehouse 2 speed drum fan, about 3-4 years old in great working condition, only issue is the transport wheels axle is slightly bent and needs to be straightened but still can be moved easily.
Listed on Lowes for $319.99

contact me for pictures",good,Carmel,US-IN,39.971200;-86.124500,"39.971200, -86.124500",7688181322,2023-11-16T06:17:52-0500,Craigslist,74,0,
Frigidaire Electrolux,Appliance,NonTV,A good working appliance!! It is a side by side refrigerator freezer with ice maker.,good,Indianapolis,US-IN,39.738200;-86.336300,"39.738200, -86.336300",7688121877,2023-11-15T20:46:30-0500,Craigslist,75,0,
space heater,Appliance,NonTV,"DeLonghi space heater model TRLS0715EL, 1500W Listed on Lowes for $84.99
For household use, 1 year old used in office space that is now being closed

Contact me via email and I can text pictures",like new,Carmel,US-IN,40.000354;-86.134302,"40.000354, -86.134302",7688104406,2023-11-15T19:38:19-0500,Craigslist,76,0,
"gas,gas,gas,lg gas dryer and washer set electric w steam",Appliance,NonTV,60 day warranty works perfect nice and clean delivery available,like new,Indianapolis,US-IN,39.779300;-86.138300,"39.779300, -86.138300",7688078236,2023-11-15T18:08:41-0500,Craigslist,77,0,
"kitchenaid 5 doors black stainless steel refrigerator 36""w",Appliance,NonTV,60 day warranty works perfect nice and clean delivery available,like new,Indianapolis,US-IN,39.779300;-86.138300,"39.779300, -86.138300",7687923351,2023-11-15T12:01:57-0500,Craigslist,78,0,
Instant Pot NOVA 6Qt Pressure Cooker,Appliance,NonTV,"Instant Pot NOVA 6 Pressure Cooker, 6-Quart, Stainless Steel/Black model# DUONOVA60 for sale. I have 2 available. Both are gently used/ tested. Asking $30 each. Serious inquiries only please.",new,Indianapolis,US-IN,39.868200;-86.212300,"39.868200, -86.212300",7678076146,2023-10-18T11:15:36-0400,Craigslist,79,0,
Mini Fridge,Appliance,NonTV,Older mini fridge that was working great until electrical cord was chewed up. Free for pickup,Not specified,Westfield,US-IN,40.037000;-86.166000,"40.037000, -86.166000",7687839423,2023-11-15T08:02:37-0500,Craigslist,80,0,
Genuine Genuine Brand New Big Green Egg (BGE) for Christmas!,Appliance,NonTV,"Asking $435. Brand new, mint condition, sealed in original packaging, never used genuine big green egg mini max. This grill cost $659 plus tax new which is a a $700 price point. Local pickup in Indianapolis - cannot not ship due to weight. Perfect for Christmas.

Please email me with serious inquiries only related to the grill. This thing is awesome for grilling, roasting, smoking and makes the best ribs. Will meet in Indianapolis area- can send PayPal invoice to protect us both.",new,Indianapolis,US-IN,39.772000;-86.153500,"39.772000, -86.153500",7687828985,2023-11-15T06:58:04-0500,Craigslist,81,0,
Dryer Vent Cleaning,Appliance,NonTV,"Servicing surrounding areas- Greencastle Plainfield Avon Brownsburg
Prevent the number cause of home fires!
Dryer vent and dryer duct work cleaning, we are capable of putting you on a yearly schedule.",Not specified,Greencastle,US-IN,39.649500;-86.868600,"39.649500, -86.868600",7685544829,2023-11-08T15:14:43-0500,Craigslist,82,0,
G&E Washer and Maytag Dryer,Appliance,NonTV,"Or $100 for either.

Work trade. Enough projects I can probably make use of about any skill you have.

Or an interesting trade. Some cool art. Or music instrument or equipment. Or something special and unique, make me an offer!!!

Both Work. Have new ones.

Dryer might be slightly off balance or it was the split concrete pads and on an angle.",fair,Indianapolis,US-IN,39.826800;-86.138600,"39.826800, -86.138600",7687721381,2023-11-14T18:06:35-0500,Craigslist,83,0,
GE french door 27 cu. ft,Appliance,NonTV,"This refrigerator is builder installed in a brand new home. This is never used and never registered with GE.

- Equipped with a quick space shelf for added storage
- 35 3/4 in. french door refrigerator with LED lighting
- Advanced internal water filtration (uses XWFE filter)
- Approximate Dimensions (in.) - 69-7/8 in. H x 35-3/4 in. W x 35-7/8 in. D",new,Fortville,US-IN,39.932300;-85.848000,"39.932300, -85.848000",7687375463,2023-11-13T19:08:29-0500,Craigslist,84,0,
Electric stove,Appliance,NonTV,Moving new home only has gas hook up,excellent,Indianapolis,US-IN,39.709600;-86.261400,"39.709600, -86.261400",7687284443,2023-11-13T15:03:52-0500,Craigslist,85,0,
Lifestyler treadmill,Appliance,NonTV,"bought it on craigslist some 3 odd years ago or so, didnt use it as much as I thought I would.

runs and operates, only does 10-11mph at its highest setting. It's really good for jogging. Want it gone, asking 35$. Texts are fine, wont answer calls, thanks.",excellent,Indianapolis,US-IN,39.782100;-86.049500,"39.782100, -86.049500",7687209912,2023-11-13T12:31:49-0500,Craigslist,86,0,
Tankless Water Heaters | 415-754-9155 | www.TheTanklessWebStore.com,Appliance,NonTV,"BUY ONLINE

www.TheTanklessWebStore.com

SAME DAY FREE SHIPPING

Question:
What types of Tankless Water Heaters do you carry?

Answer:
We carry a little bit of everything, top of the line brands, a wide variety of models, many different sizes, from small to big, low price to high... and everything in between...
-----> Residential, Commercial & Industrial Units
-----> Available in Natural Gas, Electric and Liquid Propane
-----> Whole House Performance Reliability and Point-Of-Use/Off-Grid Applications
-----> ECO-Friendly and Highly Energy Efficient
-----> Battery Powered Ignition as well as Electric Powered
-----> Great For Indoor/Interior OR Outdoor/Exterior Installation
-----> Hydronic Baseboard & Radiant Floor Heating System
----->-----> Simply Name IT, We'll Have IT For You!!! <-----<-----

WHY TANKLESS?
Tankless water heaters, also known as demand-type or instantaneous water heaters, provide hot water only as it is needed.
They don't produce the standby energy losses associated with storage water heaters, which can save you money.
-----> On-Demand & Endless HOT Water
-----> Conserve Energy
-----> Save Money
-----> Save Space

Why Purchase a Tankless Water Heater?
Because you never know what the day will bring…
That’s why so many people are going tankless nowadays.
You can load the laundry, start the dishes, bathe the kids and even relax in a hot bubble bath of your own—all without ever running out of hot water.
With an efficiency rating of up to 94%, you’ll save on energy costs too.
So you’re always covered, no matter what the day has in store.

Tankless water heating technology has become the first choice by contractors and homeowners because of the many benefits.
Tankless water heaters are energy efficient, and can save homeowners hundreds of dollars each year on their utility bills.
They are also compact, ergonomic and can be put into service in places where space is at a premium.
Tankless water heaters also include configurable technologies for venting that allow them to be installed in places where a larger tank-type heater with traditional exhaust configuration is not possible.

Our Tankless Series Condensing Tankless Water Heaters build on the benefits of standard tankless water heaters, making them our most efficient line of whole home tankless water heaters.
They provide the convenience of continuous hot water with the added benefits of a high efficiency unit.


Let's see what is out there ... but first let's take a quick glimpse on the powerful functionality of tankless hot water heaters


HOW Does a TANKLESS Water Heater WORKS?!

Here is how a Whole House Tankless Water Heater works:

Whole house tankless water heaters apply the same principle to heat water as standard water heaters, but without a storage tank.
The tankless heats water as it flows through the tubing in the heat exchanger inside the heater.

When you open a faucet or turn on the shower, instant command for hot water tap is turned on in the home, cold water is drawn into the water heater, a sensor detects water flow and activates the burner which warms and heats up the heat exchanger, hot water is instantly brought in within seconds…and keep on flowing continuously.
That incoming cold water encircles the heat exchanger and leaves the heater at its set-point temperature, combustion gases safely exit through a dedicated, sealed vent system.

With traditional tank type water heaters, you have hot water until the hot water tank’s supply is depleted, then you must wait for the storage tank of cold water to re-heat before you have hot water again.
But with a tankless hot water heater, the time it takes for hot water to arrive at the tap is done immediately, a real on-demand switch command : as soon as the faucet is turned on, hot water is delivered : instantly, efficiently, and continuously … until you turn off the faucet.
The best thing about the hot water that comes from a tankless model is that you will receive an endless supply of hot water for as long as the faucet is being turned on !


For More, Please Visit Our Website for ALL Types Of Fuel The Tankless Web Store Carries

GAS, PROPANE & ELECTRIC Tankless Water Heaters

ALL Tankless Water Heaters come with:
-----> NO Shipping Cost
-----> NO Sales Tax
-----> NO Order Processing Fee
-----> SAME Day FREE Shipping
-----> Up To 12 Years WARRANTY on some Models

YES, PayPal Friendly

In Need Of HOT water?!
Need it fast and endless?!
Want the Best Tankless Water Heater at affordable price?!
Look NO further, you’ve come to the right place !!!
The only one of its kind on the web : 1-Stop-Shop Tankless Water Heaters Web Store.
Netwide #1 Source For Ultimate Supply Of Infinite HOT Water Solution : Anytime, All The Time, Every Time :
Instant, On-Demand, Unlimited, Efficient & Cost Effective Supply Of HOT Water


The Tankless Water Heaters Web Store offers a Wide Variety of High Quality Tankless Water Heaters Top Brands, Models, Capacities and Sizes at The lowest Cost!


Why pay more?! _ Going Tankless isn’t it about cutting expenses and increasing savings?!
Here you will have direct access to the Premier Manufacturer’s Products in Tankless Water Heaters Distribution Center SINCE 1955 offering nothing less than the best highest performance Tankless Water Heaters at the lowest affordable price.
Save BIG!


The Tankless Water Heaters Web Store has indeed The Best Tankless Hot Water Heaters in the industry :
Whole House Multi-Bath High Performance Tankless Water Heaters, available in Liquid Propane, Natural Gas and Electric.


Got Chilly water?
Why not consider switching to a Tankless Water Heater!
They come on when you need hot water and go off when you don’t, you save money by not keeping water hot 24/7 and you help the environment by not using resources.
GO Green, GO TANKLESS!
5 Year Warranty and FREE Same Day Shipping right to your front door via FEDEX, UPS or USPS.


Still have questions/concerns?
Please visit your FAQ section to find the answers to the most common questions from customers.


What about the reviews?!
With TONS Of Excellent Reviews and THOUSANDS Of Well Satisfied Clients, you can’t surely go wrong with a Leading Supplier who has been around with 60 years of tankless expertise and happily guaranteeing 5 year warranty on ALL units!


The time To GO TANKLESS has arrived !!!
Wouldn’t be high time to cut your energy bill?!
Wouldn’t be high time to save space and money?!
Wouldn’t be high time to enjoy pure, clean, on-demand and endless HOT water?!


GO TANKLESS !!!
Get YOURS today !
Shop NOW with Confidence!!!


SAVE Time ~*~ SAVE Money ~*~ Shop ONLINE
Enjoy SAME Day FREE Shipping


The Tankless Web Store Website
www.TheTanklessWebStore.com

Call Now The Tankless Water Heaters Web Store, TEL : 415-754-9155

The Tankless Web Store Website
www.TheTanklessWebStore.com


Heeeello there !!!!!!!!
Are you looking for a Tankless HOT water heater?!
W-E-L-C-O-M-E To The Tankless Web Store where savings on HOT water bills just begins.

Look NOoooo further, you’ve come to THE RIGHT place !!!
The Tankless Web Store specializes in WHOLE House GAS, PROPANE & ELECTRIC Tankless HOT Water Heaters
The Tankless Web Store has it all and pride itself with The BEST Tankless, The BEST Service, The BEST lowest Price.


The Tankless Web Store Website

Call Now TEL : 415-754-9155 _ The Tankless Water Heaters Web Store

The Tankless Web Store Website


Tankless Water Heater : A Primer for Contractors, Installers, Builders and Homeowners.
Tankless water heaters have gained popularity in the North American market for the past 25 years.
They come in a variety of capacities to meet different needs such as supplying water for a whole house, a hot tub, a remote bathroom or a single sink.
Compact in size, tankless water heaters can be mounted on a wall, allowing them to be installed in a wide variety of spaces.


The Tankless Web Store Website
www.TheTanklessWebStore.com

Call Now TEL : 415-754-9155 _ The Tankless Water Heaters Web Store

The Tankless Web Store Website
www.TheTanklessWebStore.com


Question:
What types of Tankless Water Heaters do you carry?

Answer:
We carry a little bit of everything, top of the line brands, a wide variety of models, many different sizes, from small to big, low price to high... and everything in between...
-----> Residential, Commercial & Industrial Units
-----> Available in Natural Gas, Electric and Liquid Propane
-----> Whole House Performance Reliability and Point-Of-Use/Off-Grid Applications
-----> ECO-Friendly and Highly Energy Efficient
-----> Battery Powered Ignition as well as Electric Powered
-----> Great For Indoor/Interior OR Outdoor/Exterior Installation
-----> Hydronic Baseboard & Radiant Floor Heating System
----->-----> Simply Name IT, We'll Have IT For You!!! <-----<-----

Enjoy up to 40% energy savings, endless hot water, and significant space savings.

Time to find the BEST Tankless water heater by visiting : The Tankless Web Store Website


The Tankless Web Store Website
www.TheTanklessWebStore.com

Call Now TEL : 415-754-9155 _ The Tankless Water Heaters Web Store

The Tankless Web Store Website
www.TheTanklessWebStore.com


If you're debating replacing your hot water heater with a tankless version, also known as an on-demand water heater, here's what you need to...
Here are 10,000 Reasons to GO Tankless
••• Whole House
••• Point Of Use
••• Energy Efficient
••• High Performance
••• Portable Units
••• Indoors / Outdoors, units can installed both ways
••• Instant HOT Water
••• On-Demand
••• Continuous
••• Unlimited
••• NO Electricity needed, SAVE on electricity bill
••• NO water loss, NO leaking, NO sediments
••• NO combustion
••• Last Up To 25 Years
••• Fast Easy Installation
••• FREE Shipping
••• 5 Years Warranty
••• Reliable
••• Affordable
••• SAVE Energy, SAVE Money with a Tankless Water Heater

You will never regret your decision of purchasing a tankless hot water heater because you will save much more on your utility bills.
GO TANKLESS !!!

Get YOURS today at The Tankless Water Heaters Web Store


The Tankless Web Store Website

Call Now TEL : 415-754-9155 _ The Tankless Water Heaters Web Store

The Tankless Web Store Website


Water Heater, Tankless Water Heater, Hot Water Heater, Tankless Water Heaters, Hot Water Tank, Instant Water Heater, Instant Hot Water Heater, On Demand Water Heater, Gas Water Heater, Electric Water Heater, Propane Water Heater, Natural Gas Water Heater, Electrical Water Heater, Liquid Propane Water Heater, Hot Water, Gas Hot Water Heater, Electric Hot Water Heater, Propane Hot Water Heater, Tankless Web Store, Tankless Water Heaters Web Store, Buy Water Heater Online, Buy Water Heaters Online low NOx, Recirculation Pump, Hydronic Applications, Hydronic Baseboard, Radiant Floor Heating Applications, Rheem Tankless Water Heater, Radiant Heater, Radiant Floor Heater, Takagi Tankless Water Heater, High Altitude Capability: Up To 8,400 Ft. Elevation Above Sea Level3, Outdoor Tankless Water Heater, Indoor Tankless Water Heater, Direct Vent Condensing Tankless Water Heater, Built-In Condensate Neutralizer, Rinnai Tankless Water Heater, 199,000 BTU, 10 GPM


BUY ONLINE !!!

www.TheTanklessWebStore.com

SAME DAY FREE SHIPPING",new,Indianapolis,US-IN,39.864700;-86.118100,"39.864700, -86.118100",7687146679,2023-11-13T10:22:16-0500,Craigslist,87,0,
